Judul,Penulis,Rating,Jumlah_Voter,Link_Cover,Halaman_Sumber
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,245495,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019i/629._SY75_.jpg,6
Dear John,Nicholas Sparks,4.04,618251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854i/5526._SY75_.jpg,6
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,1756630,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391580481i/17167166._SY75_.jpg,6
The English Patient,Michael Ondaatje,3.86,139330,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527907i/11713._SY75_.jpg,6
The Firm,Robin Waterfield,4.07,638520,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200i/5358._SY75_.jpg,6
The Nightingale,Kristin Hannah,4.65,2104503,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621._SY75_.jpg,6
Midnight’s Children,Salman Rushdie,3.97,132940,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673724335i/14836._SY75_.jpg,6
Crash,J.G. Ballard,3.6,30287,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281416649i/70241._SY75_.jpg,6
Like Water for Chocolate,Laura Esquivel,3.95,394841,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952._SY75_.jpg,6
All the Bright Places,Jennifer Niven,4.11,628455,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392._SY75_.jpg,6
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.62,1401014,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441230104i/18006496._SY75_.jpg,6
The Last Song,Nicholas Sparks,4.16,571911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186i/6400090._SY75_.jpg,6
The Beach,Alex Garland,3.99,98181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348547768i/607639._SY75_.jpg,6
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,385209,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344i/5364._SY75_.jpg,6
"The One (The Selection, #3)",Kiera Cass,4.14,777138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836i/18635016._SY75_.jpg,6
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.97,337564,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408146i/7791997._SY75_.jpg,6
Midnight in the Garden of Good and Evil,John Berendt,3.92,295272,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915i/386187._SY75_.jpg,6
A Streetcar Named Desire,Tennessee Williams,3.98,334596,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389153133i/12220._SX50_.jpg,6
My Ántonia,Willa Cather,3.84,147660,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389151307i/17150._SY75_.jpg,6
We Were Liars,E. Lockhart,3.65,1399330,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479i/16143347._SY75_.jpg,6
Breakfast at Tiffany’s and Three Stories,Truman Capote,3.85,251689,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1739711613i/251688._SY75_.jpg,6
"Red, White & Royal Blue",Casey McQuiston,4.05,1226550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566742512i/41150487._SY75_.jpg,6
Hidden Pictures,Jason Rekulak,4.15,591511,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635260162i/58724923._SY75_.jpg,6
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,1011534,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671._SY75_.jpg,6
The Prince,Niccolò Machiavelli,3.84,382736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828i/28862._SY75_.jpg,6
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,460010,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535965085i/41637836._SY75_.jpg,6
Breakfast of Champions,Kurt Vonnegut Jr.,4.06,279863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446i/4980._SY75_.jpg,6
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.12,1075563,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413i/52439531._SY75_.jpg,6
The Origin of Species,Charles Darwin,4.01,122056,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298417570i/22463._SY75_.jpg,6
A Fine Balance,Rohinton Mistry,4.38,159960,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390i/5211._SY75_.jpg,6
Persuasion,Jane Austen,4.15,777208,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385172413i/2156._SY75_.jpg,6
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17,791913,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661026821i/13497._SY75_.jpg,6
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,238193,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880853l/43448._SX50_SY75_.jpg,6
"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,682020,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353489892i/15717943._SY75_.jpg,6
Infinite Jest,David Foster Wallace,4.25,101486,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446876799i/6759._SY75_.jpg,6
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,997929,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353._SY75_.jpg,6
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,384782,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773i/8490112._SY75_.jpg,6
"The Host (The Host, #1)",Stephenie Meyer,3.86,1048987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg,6
Carrie,Stephen  King,3.99,846361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258i/10592._SY75_.jpg,6
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,209365,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519300455i/19302._SX50_.jpg,6
Death of a Salesman,Arthur Miller,3.59,258968,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554514105i/12898._SY75_.jpg,6
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.3,580978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg,6
"Evermore (The Immortals, #1)",Alyson Noel,3.6,298635,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg,6
The Scarlet Pimpernel,Emmuska Orczy,4.07,141647,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406764899i/136116._SX50_.jpg,6
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,758969,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg,6
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,2694506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634._SY75_.jpg,6
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,562078,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747._SX50_.jpg,6
Snow Flower and the Secret Fan,Lisa See,4.09,387579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532005164i/40873273._SY75_.jpg,6
Jonathan Strange & Mr Norrell,Susanna Clarke,3.87,255152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1743119988i/14201._SY75_.jpg,6
Northanger Abbey,Jane Austen,3.85,453832,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718i/50398._SY75_.jpg,6
"Faust, First Part",Johann Wolfgang von Goethe,3.83,86047,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435405022i/14706._SY75_.jpg,6
Night,Elie Wiesel,4.38,1364010,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709507006i/1617._SY75_.jpg,6
Sharp Objects,Gillian Flynn,4.01,1223069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg,6
"Matched (Matched, #1)",Ally Condie,3.62,814859,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg,6
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,402314,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573508485i/17675462._SY75_.jpg,6
The Goldfinch,Donna Tartt,3.96,1040464,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378710146i/17333223._SY75_.jpg,6
"Sheever's Journal, Diary of a Poison Master",K.  Ritz,4.29,28684,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583221123i/52022378._SX50_.jpg,6
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,4.07,233311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg,6
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,464798,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358271931i/6936382._SY75_.jpg,6
The Haunting of Hill House,Shirley Jackson,3.81,394735,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871336i/89717._SY75_.jpg,6
Waiting for Godot,Samuel Beckett,3.84,222298,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301i/17716._SY75_.jpg,6
High Fidelity,Nick Hornby,3.9,215365,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082i/285092._SY75_.jpg,6
"The Voyage of the Dawn Treader (Chronicles of Narnia, #4)",C.S. Lewis,4.09,507599,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032500i/140225._SX50_.jpg,6
Local Woman Missing,Mary Kubica,4.12,756322,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629480107i/57361474._SX50_.jpg,6
Emma,Jane Austen,4.05,983243,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931i/6969._SY75_.jpg,6
To the Lighthouse,Virginia Woolf,3.81,214748,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639106809i/59716._SY75_.jpg,6
The Shipping News,Annie Proulx,3.88,152613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192241i/7354._SY75_.jpg,6
"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,4.03,512291,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967._SX50_.jpg,6
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.58,1040873,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574117762i/838729._SY75_.jpg,6
Shantaram,Gregory David Roberts,4.28,239569,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600._SY75_.jpg,6
Nineteen Minutes,Jodi Picoult,4.18,421606,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348577596i/14866._SY75_.jpg,6
Pet Sematary,Stephen  King,4.08,699627,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg,6
"Neuromancer (Sprawl, #1)",William Gibson,3.89,364316,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1752514552i/6088007._SY75_.jpg,6
"The Chosen (Reuven Malter, #1)",Chaim Potok,4.08,97420,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191327i/187181._SY75_.jpg,6
A Christmas Carol,Charles Dickens,4.09,939299,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326._SY75_.jpg,6
"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,379199,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609035271i/41804._SY75_.jpg,6
Redeeming Love,Francine  Rivers,4.51,372591,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422._SX50_.jpg,6
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,738333,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1753059444i/10664113._SY75_.jpg,6
Houdini Heart,Ki Longfellow,3.84,5451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510418043i/11324204._SY75_.jpg,6
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.27,1071244,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414i/26032887._SY75_.jpg,6
The Reader,Bernhard Schlink,3.79,231492,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1735039201i/101299._SY75_.jpg,6
"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,3.76,655668,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961._SY75_.jpg,6
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.33,965161,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg,6
The Age of Innocence,Edith Wharton,3.97,195715,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388248423i/53835._SY75_.jpg,6
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.02,570548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg,6
"Angels & Demons (Robert Langdon, #1)",Dan    Brown,3.95,3397838,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404i/960._SY75_.jpg,6
Dubliners,James Joyce,3.83,176246,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756682305i/11012._SY75_.jpg,6
The Republic,Plato,3.97,226019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655i/30289._SY75_.jpg,6
The Silent Patient,Alex Michaelides,4.17,3254407,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119i/40097951._SY75_.jpg,6
The Waste Land,T.S. Eliot,4.11,59197,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597549396i/34080._SY75_.jpg,6
"Voyager (Outlander, #3)",Diana Gabaldon,4.39,330793,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987._SY75_.jpg,6
Sense and Sensibility,Jane Austen,4.09,1296281,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675i/14935._SY75_.jpg,6
The Twilight Collection,Stephenie Meyer,3.82,47408,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187657i/690926._SX50_.jpg,6
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.27,1014623,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339i/3777732._SY75_.jpg,6
The Jungle,Upton Sinclair,3.78,154659,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332140681i/41681._SY75_.jpg,6
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.5,1125194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871714i/222910._SY75_.jpg,6
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.43,189199,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388773547i/42900._SY75_.jpg,6
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.86,568739,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524i/137791._SY75_.jpg,6
Me Talk Pretty One Day,David Sedaris,4.01,720789,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137._SY75_.jpg,6
The Pearl,John Steinbeck,3.57,271828,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939i/5308._SY75_.jpg,7
"Betrayed (House of Night, #2)",P.C. Cast,3.92,279894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406941788i/676924._SX50_.jpg,7
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,305698,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830i/84369._SY75_.jpg,7
Snow Falling on Cedars,David Guterson,3.86,194370,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863528i/77142._SY75_.jpg,7
"The Elite (The Selection, #2)",Kiera Cass,3.94,871495,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg,7
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.76,487289,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1728768241i/17332218._SY75_.jpg,7
"Untamed (House of Night, #4)",P.C. Cast,3.94,244963,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020i/2866718._SY75_.jpg,7
"I, Claudius (Claudius, #1)",Robert Graves,4.24,73150,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657550972i/18765._SY75_.jpg,7
"The Exorcist (The Exorcist, #1)",William Peter Blatty,4.21,271616,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1731395907i/179780._SY75_.jpg,7
Macbeth,William Shakespeare,3.89,1020422,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224i/8852._SY75_.jpg,7
Everything is Illuminated,Jonathan Safran Foer,3.89,183868,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566._SY75_.jpg,7
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.1,760715,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622i/13104080._SY75_.jpg,7
World War Z: An Oral History of the Zombie War,Max Brooks,4.02,567239,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg,7
A Room with a View,E.M. Forster,3.89,201721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285i/3087._SY75_.jpg,7
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.0,479848,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128._SX50_.jpg,7
The War of the Worlds,H.G. Wells,3.83,349739,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY75_.jpg,7
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,556673,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg,7
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.45,2075952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440950i/53138095._SY75_.jpg,7
Bleak House,Charles Dickens,4.02,114204,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147i/31242._SY75_.jpg,7
"Chosen (House of Night, #3)",P.C. Cast,3.91,254594,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258._SX50_.jpg,7
The Woman in White,Wilkie Collins,4.01,166083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295661017i/5890._SY75_.jpg,7
"Unwind (Unwind, #1)",Neal Shusterman,4.17,249273,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347._SX50_.jpg,7
The Complete Poems of Emily Dickinson,Emily Dickinson,4.29,106693,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549999503i/112204._SY75_.jpg,7
North and South,Elizabeth Gaskell,4.15,183265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699604581i/156538._SY75_.jpg,7
Brideshead Revisited,Evelyn Waugh,4.0,126616,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1753925707i/30933._SY75_.jpg,7
"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.92,1106321,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339533695i/10194157._SX50_.jpg,7
انتحار فاشل,أحمد جمال الدين رمضان,4.54,3326,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754541i/30528535._SX50_.jpg,7
Ugly Love,Colleen Hoover,3.99,2306604,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401._SY75_.jpg,7
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.63,1227825,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463107108i/28260587._SY75_.jpg,7
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.18,336320,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY75_.jpg,7
The God Delusion,Richard Dawkins,3.9,283372,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693i/14743._SY75_.jpg,7
العصبي,أحمد جمال الدين رمضان,4.59,2899,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754782i/30528544._SX50_.jpg,7
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.1,595827,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg,7
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,341101,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334i/29588376._SY75_.jpg,7
Of Human Bondage,W. Somerset Maugham,4.16,61572,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548._SY75_.jpg,7
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.87,218434,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117._SY75_.jpg,7
"Caraval (Caraval, #1)",Stephanie Garber,3.97,876255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214._SY75_.jpg,7
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.42,885765,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957._SY75_.jpg,7
The Left Hand of Darkness,Ursula K. Le Guin,4.1,220516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY75_.jpg,7
The Love Hypothesis,Ali Hazelwood,4.1,1891266,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1747519081i/56732449._SY75_.jpg,7
Much Ado About Nothing,William Shakespeare,4.06,258536,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957._SY75_.jpg,7
Those Empty Eyes,Charlie Donlea,4.15,93817,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679436159i/62984900._SX50_.jpg,7
Snow Crash,Neal Stephenson,4.01,297914,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589842551i/40651883._SX50_.jpg,7
Vanity Fair,William Makepeace Thackeray,3.81,133160,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797._SY75_.jpg,7
Daisy Jones & The Six,Taylor Jenkins Reid,4.2,1849866,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810._SY75_.jpg,7
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.1,124342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901._SY75_.jpg,7
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,4.16,935030,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1672676191i/75513900._SX50_.jpg,7
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.2,191071,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527._SY75_.jpg,7
A Man Called Ove,Fredrik Backman,4.38,1213043,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964._SY75_.jpg,7
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,253634,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889._SY75_.jpg,7
Far From the Madding Crowd,Thomas Hardy,3.97,166268,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631259654i/31463._SY75_.jpg,7
Verity,Colleen Hoover,4.3,3802249,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312._SY75_.jpg,7
Johnny Got His Gun,Dalton Trumbo,4.21,48773,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925458i/51606._SY75_.jpg,7
A Monster Calls,Patrick Ness,4.34,289997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000i/25480342._SY75_.jpg,7
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,869885,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138i/33385229._SY75_.jpg,7
"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,154409,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388188936i/4799._SX50_.jpg,7
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.23,226128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1764879073i/77390._SY75_.jpg,7
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.27,298879,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746983261i/77566._SY75_.jpg,7
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.21,302057,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767._SX50_.jpg,7
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,4.26,768524,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618150545i/55710822._SY75_.jpg,7
Normal People,Sally Rooney,3.81,1866308,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg,7
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.1,426051,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018382i/7090447._SY75_.jpg,7
Are You My Mother?,P.D. Eastman,4.22,252546,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084._SX50_.jpg,7
I'll Give You the Sun,Jandy Nelson,4.15,357727,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608612077i/20820994._SX50_.jpg,7
Cutting for Stone,Abraham   Verghese,4.33,426778,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553715166i/3591262._SX50_.jpg,7
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.27,773700,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1761311924i/15839976._SY75_.jpg,7
"Bared to You (Crossfire, #1)",Sylvia Day,4.13,550788,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg,7
"Cry, the Beloved Country",Alan Paton,3.93,79586,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150._SY75_.jpg,7
